BLOCKSIZE,L1_ASSOC,L1_SIZE,L1_miss_rate,L2_ASSOC,L2_SIZE,L2_miss_rate,PREF_M,PREF_N,TRACE,prefetches,sweep,trace
32,8,32,,8,128,,1,0,,,,gcc.trace.txt
16,1,64,,8,0,,1,0,,,,gcc.trace.txt
32,2,32,,4,512,,0,1,,,,gcc.trace.txt
32,1,32,0.6165,4,256,0.4631,1,0,,0,,gcc.trace.txt
32,1,64,,4,0,,1,2,,,,gcc.trace.txt
32,4,8,,2,128,,0,0,,,,gcc.trace.txt
16,4,32,,8,128,,1,2,,,,gcc.trace.txt
16,2,32768,0.0495,8,524288,0.9515,0,0,,0,,gcc.trace.txt
16,2,16,,8,256,,0,1,,,,gcc.trace.txt
16,4,16384,0.0482,2,131072,0.9789,0,0,,0,,gcc.trace.txt
16,2,8,,8,0,,1,2,,,,gcc.trace.txt
16,1,32,,1,0,,1,0,,,,gcc.trace.txt
16,1,16,0.6836,8,512,0.2845,1,0,,0,,gcc.trace.txt
32,4,8,,2,0,,0,1,,,,gcc.trace.txt
16,4,16384,0.0482,8,262144,0.9772,0,0,,0,,gcc.trace.txt
16,4,8,,1,256,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,1,128,0.7915,2,0,,0,,gcc.trace.txt
32,8,32,,2,512,,2,0,,,,gcc.trace.txt
16,8,16,,1,256,,0,2,,,,gcc.trace.txt
32,4,16,,8,512,,0,1,,,,gcc.trace.txt
16,1,64,0.4967,2,512,0.4272,0,0,,0,,gcc.trace.txt
16,2,64,,1,0,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,2,256,0.5958,1,1,,0,,gcc.trace.txt
16,1,64,,2,0,,1,0,,,,gcc.trace.txt
32,8,32,,2,128,,1,0,,,,gcc.trace.txt
16,2,64,0.4721,4,128,0.742,0,2,,0,,gcc.trace.txt
16,4,8,,4,256,,0,0,,,,gcc.trace.txt
32,2,32,,8,256,,2,2,,,,gcc.trace.txt
32,8,4096,0.0537,2,131072,0.4828,0,0,,0,,gcc.trace.txt
16,1,64,0.4967,1,256,0.6092,0,1,,0,,gcc.trace.txt
16,2,16,,2,0,,2,1,,,,gcc.trace.txt
32,2,64,,8,0,,0,2,,,,gcc.trace.txt
16,8,16,,4,256,,2,0,,,,gcc.trace.txt
16,2,32,,2,0,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,1,512,0.5111,1,0,,0,,gcc.trace.txt
32,8,32,,1,256,,2,1,,,,gcc.trace.txt
16,2,64,,4,0,,0,0,,,,gcc.trace.txt
16,4,32,,8,512,,2,2,,,,gcc.trace.txt
32,8,4096,0.0537,8,262144,0.4813,0,0,,0,,gcc.trace.txt
16,1,16,0.6836,8,128,0.5052,2,0,,0,,gcc.trace.txt
32,4,16,,4,256,,2,2,,,,gcc.trace.txt
32,2,2048,0.1071,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
16,2,64,0.4721,8,256,0.5456,1,1,,0,,gcc.trace.txt
32,2,32,,1,0,,0,2,,,,gcc.trace.txt
32,2,16,,1,0,,0,1,,,,gcc.trace.txt
16,1,64,0.4967,8,512,0.3915,0,0,,0,,gcc.trace.txt
32,4,16,,2,512,,0,1,,,,gcc.trace.txt
16,1,8,,4,0,,0,2,,,,gcc.trace.txt
32,8,32,,8,512,,2,0,,,,gcc.trace.txt
16,8,64,,1,256,,1,2,,,,gcc.trace.txt
16,2,16,,4,512,,2,2,,,,gcc.trace.txt
16,4,16384,0.0482,2,262144,0.9778,0,0,,0,,gcc.trace.txt
32,4,8,,8,0,,0,1,,,,gcc.trace.txt
16,2,8,,2,0,,1,2,,,,gcc.trace.txt
16,1,16,0.6836,2,512,0.3104,1,0,,0,,gcc.trace.txt
16,4,16384,0.0482,8,131072,0.9772,0,0,,0,,gcc.trace.txt
16,4,32,,2,128,,1,2,,,,gcc.trace.txt
16,2,32768,0.0495,2,524288,0.9515,0,0,,0,,gcc.trace.txt
32,4,8,,8,128,,0,0,,,,gcc.trace.txt
16,2,16,,2,256,,0,1,,,,gcc.trace.txt
16,8,64,,1,0,,2,2,,,,gcc.trace.txt
16,1,8,,8,128,,0,2,,,,gcc.trace.txt
16,8,8,,2,512,,2,1,,,,gcc.trace.txt
16,4,64,0.4645,8,512,0.418,1,1,,0,,gcc.trace.txt
32,2,16,,4,512,,2,2,,,,gcc.trace.txt
16,8,8,,4,256,,0,2,,,,gcc.trace.txt
32,1,16,,2,512,,1,0,,,,gcc.trace.txt
16,4,8,,2,0,,0,0,,,,gcc.trace.txt
32,2,16,,2,256,,0,1,,,,gcc.trace.txt
32,4,32,,2,128,,1,2,,,,gcc.trace.txt
16,4,16,,4,256,,2,2,,,,gcc.trace.txt
32,8,8,,4,256,,1,1,,,,gcc.trace.txt
32,1,64,0.5338,8,512,0.3585,0,0,,0,,gcc.trace.txt
32,4,32,,1,0,,1,0,,,,gcc.trace.txt
64,1,16384,0.0393,4,524288,0.3694,0,0,,0,,gcc.trace.txt
16,4,16,,2,512,,0,1,,,,gcc.trace.txt
16,8,32,,8,512,,2,0,,,,gcc.trace.txt
32,1,8,,8,128,,1,1,,,,gcc.trace.txt
16,8,8,,8,0,,1,2,,,,gcc.trace.txt
32,1,64,0.5338,1,256,0.6249,0,1,,0,,gcc.trace.txt
32,1,8,,1,0,,2,1,,,,gcc.trace.txt
16,4,64,0.4645,2,128,0.7709,2,1,,0,,gcc.trace.txt
16,8,8,,8,128,,1,1,,,,gcc.trace.txt
32,8,16,,4,256,,2,0,,,,gcc.trace.txt
32,4,32,,8,512,,2,2,,,,gcc.trace.txt
16,8,32,,1,256,,2,1,,,,gcc.trace.txt
16,2,8,,4,512,,0,0,,,,gcc.trace.txt
32,1,16,,8,128,,2,0,,,,gcc.trace.txt
16,1,8,,4,256,,1,1,,,,gcc.trace.txt
16,4,64,,4,0,,1,2,,,,gcc.trace.txt
32,2,8,,1,128,,0,1,,,,gcc.trace.txt
16,4,64,0.4645,1,256,0.6257,1,0,,0,,gcc.trace.txt
16,8,32,,8,0,,2,2,,,,gcc.trace.txt
16,2,8,,1,128,,1,2,,,,gcc.trace.txt
32,1,8,,4,256,,0,2,,,,gcc.trace.txt
16,8,16,,8,0,,2,1,,,,gcc.trace.txt
32,8,32,,4,0,,2,0,,,,gcc.trace.txt
32,1,8,,2,512,,2,1,,,,gcc.trace.txt
16,8,32,,2,128,,1,0,,,,gcc.trace.txt
32,8,8,,8,128,,0,2,,,,gcc.trace.txt
32,2,64,0.5039,4,128,0.8013,0,2,,0,,gcc.trace.txt
16,2,32,0.5666,8,256,0.4543,2,2,,0,,gcc.trace.txt
16,1,16,,1,0,,2,2,,,,gcc.trace.txt
16,1,32,,1,0,,2,1,,,,gcc.trace.txt
16,8,16,,2,128,,0,2,,,,gcc.trace.txt
16,1,16,0.6836,8,512,0.2845,2,1,,0,,gcc.trace.txt
16,8,4096,0.0727,0,0,0.0,0,0,,0,,gcc.trace.txt
16,2,64,0.4721,1,128,0.7915,1,1,,0,,gcc.trace.txt
32,8,32,,2,512,,1,1,,,,gcc.trace.txt
32,4,8,,1,256,,0,0,,,,gcc.trace.txt
16,1,64,0.4967,4,256,0.5289,1,2,,0,,gcc.trace.txt
32,8,8,,8,0,,2,2,,,,gcc.trace.txt
64,1,32768,0.0298,2,524288,0.4877,0,0,,0,,gcc.trace.txt
16,8,64,,8,128,,1,2,,,,gcc.trace.txt
16,4,8,,2,128,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,2,256,0.5958,2,0,,0,,gcc.trace.txt
16,1,16,0.6836,2,128,0.5413,1,1,,0,,gcc.trace.txt
32,2,32,,1,128,,2,2,,,,gcc.trace.txt
32,8,1024,0.1363,8,524288,0.1895,0,0,,0,,gcc.trace.txt
32,2,32,,4,0,,1,1,,,,gcc.trace.txt
32,2,16,,4,0,,1,2,,,,gcc.trace.txt
32,4,8,,8,512,,0,1,,,,gcc.trace.txt
16,1,8,,1,0,,1,1,,,,gcc.trace.txt
16,2,16,,8,0,,1,0,,,,gcc.trace.txt
32,1,32,,2,0,,0,1,,,,gcc.trace.txt
32,4,16,,2,128,,0,0,,,,gcc.trace.txt
16,1,16,0.6836,1,256,0.4426,2,0,,0,,gcc.trace.txt
32,32,1024,0.137,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
16,8,64,,4,256,,0,1,,,,gcc.trace.txt
32,1,32,0.6165,2,512,0.3575,0,2,,0,,gcc.trace.txt
16,1,64,,8,0,,2,1,,,,gcc.trace.txt
32,8,32,,8,128,,2,1,,,,gcc.trace.txt
32,1,16,,2,0,,0,2,,,,gcc.trace.txt
16,4,8,,8,512,,1,2,,,,gcc.trace.txt
16,8,64,,2,512,,2,2,,,,gcc.trace.txt
16,1,64,0.4967,8,128,0.6851,0,1,,0,,gcc.trace.txt
32,4,4096,0.0599,8,16384,0.4598,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph3_l2,gcc.trace.txt
32,1,32,0.6165,4,256,0.4631,2,1,,0,,gcc.trace.txt
32,2,8,,8,256,,0,1,,,,gcc.trace.txt
16,4,16,,2,128,,0,0,,,,gcc.trace.txt
32,1,16,,1,256,,2,0,,,,gcc.trace.txt
16,1,32,0.5884,2,512,0.3607,0,2,,0,,gcc.trace.txt
32,1,8,,8,512,,1,0,,,,gcc.trace.txt
16,8,32,,8,128,,2,1,,,,gcc.trace.txt
16,8,16,,2,0,,1,0,,,,gcc.trace.txt
16,8,8,,1,256,,1,1,,,,gcc.trace.txt
32,4,4096,0.0599,8,65536,0.4326,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph5_l2size,gcc.trace.txt
32,1,64,,8,128,,0,1,,,,gcc.trace.txt
16,1,32,0.5884,4,256,0.4465,2,1,,0,,gcc.trace.txt
32,1,16,,2,128,,1,1,,,,gcc.trace.txt
32,4,16,,4,0,,0,0,,,,gcc.trace.txt
32,8,2048,0.0907,8,262144,0.2847,0,0,,0,,gcc.trace.txt
16,2,32,0.5666,1,128,0.691,2,2,,0,,gcc.trace.txt
32,8,8,,1,256,,0,2,,,,gcc.trace.txt
16,8,8,,2,128,,2,0,,,,gcc.trace.txt
32,8,2048,0.0907,2,131072,0.2856,0,0,,0,,gcc.trace.txt
16,4,16,,8,0,,0,2,,,,gcc.trace.txt
16,4,32,,8,0,,0,1,,,,gcc.trace.txt
16,2,8,,8,256,,1,2,,,,gcc.trace.txt
16,4,64,0.4645,8,128,0.7483,1,0,,0,,gcc.trace.txt
16,8,32,,2,512,,1,1,,,,gcc.trace.txt
32,1,8,,2,128,,2,0,,,,gcc.trace.txt
32,1,64,0.5338,4,256,0.5349,1,2,,0,,gcc.trace.txt
32,2,8,,4,128,,1,2,,,,gcc.trace.txt
16,1,8,,1,256,,0,2,,,,gcc.trace.txt
16,4,64,,1,0,,0,1,,,,gcc.trace.txt
32,2,64,0.5039,2,256,0.6074,2,0,,0,,gcc.trace.txt
32,2,8,,2,0,,2,2,,,,gcc.trace.txt
32,1,8,,1,256,,1,1,,,,gcc.trace.txt
16,2,8,,4,128,,0,1,,,,gcc.trace.txt
32,2,8,,1,512,,0,0,,,,gcc.trace.txt
32,8,16,,2,128,,0,2,,,,gcc.trace.txt
32,8,8192,0.0395,4,524288,0.653,0,0,,0,,gcc.trace.txt
32,1,16,,8,512,,2,1,,,,gcc.trace.txt
16,4,32768,0.0475,4,262144,0.9914,0,0,,0,,gcc.trace.txt
16,4,64,0.4645,2,512,0.456,2,0,,0,,gcc.trace.txt
64,4,16384,0.0204,0,0,0.0,0,0,,0,,gcc.trace.txt
32,8,4096,0.0537,0,0,0.0,0,0,,0,,gcc.trace.txt
32,2,64,0.5039,1,128,0.8132,1,1,,0,,gcc.trace.txt
16,2,16384,0.0525,4,524288,0.8972,0,0,,0,,gcc.trace.txt
16,8,8,,8,512,,1,0,,,,gcc.trace.txt
16,8,8,,8,512,,0,0,,,,gcc.trace.txt
16,1,32768,0.0591,4,524288,0.7969,0,0,,0,,gcc.trace.txt
32,2,64,0.5039,1,128,0.8132,0,1,,0,,gcc.trace.txt
16,8,8192,0.0587,4,131072,0.8028,0,0,,0,,gcc.trace.txt
32,8,16,,1,0,,2,0,,,,gcc.trace.txt
16,2,8,,4,128,,1,1,,,,gcc.trace.txt
32,2,16,,8,256,,2,0,,,,gcc.trace.txt
32,1,8,,1,256,,0,1,,,,gcc.trace.txt
16,4,8,,8,0,,2,1,,,,gcc.trace.txt
64,8,2048,0.0996,4,131072,0.1458,0,0,,0,,gcc.trace.txt
32,2,8,,1,512,,1,0,,,,gcc.trace.txt
32,8,16,,2,128,,1,2,,,,gcc.trace.txt
16,8,2048,0.0969,0,0,0.0,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,2,512,0.4129,2,1,,0,,gcc.trace.txt
16,8,32,,4,256,,2,2,,,,gcc.trace.txt
16,4,64,,1,0,,1,1,,,,gcc.trace.txt
16,1,8,,1,256,,1,2,,,,gcc.trace.txt
32,2,8,,4,128,,0,2,,,,gcc.trace.txt
32,1,64,0.5338,4,256,0.5349,0,2,,0,,gcc.trace.txt
32,1,8,,4,0,,2,2,,,,gcc.trace.txt
16,1,32,0.5884,8,128,0.5851,2,2,,0,,gcc.trace.txt
16,8,32,,2,512,,0,1,,,,gcc.trace.txt
16,4,16,,8,512,,2,0,,,,gcc.trace.txt
16,4,16,,8,0,,1,2,,,,gcc.trace.txt
64,8,8192,0.0316,2,524288,0.4593,0,0,,0,,gcc.trace.txt
16,4,64,0.4645,8,128,0.7483,0,0,,0,,gcc.trace.txt
32,4,32,,4,256,,2,0,,,,gcc.trace.txt
16,2,8,,8,256,,0,2,,,,gcc.trace.txt
16,4,32,,8,0,,1,1,,,,gcc.trace.txt
32,8,16,,8,512,,2,2,,,,gcc.trace.txt
16,4,16,,1,256,,2,1,,,,gcc.trace.txt
32,4,16,,4,0,,1,0,,,,gcc.trace.txt
32,1,16,,2,128,,0,1,,,,gcc.trace.txt
16,8,2048,0.0969,2,524288,0.4866,0,0,,0,,gcc.trace.txt
32,8,8,,1,256,,1,2,,,,gcc.trace.txt
16,8,8,,1,256,,0,1,,,,gcc.trace.txt
16,2,32,0.5666,4,512,0.3493,2,0,,0,,gcc.trace.txt
16,8,16,,2,0,,0,0,,,,gcc.trace.txt
32,1,64,,8,128,,1,1,,,,gcc.trace.txt
16,4,16,,2,128,,1,0,,,,gcc.trace.txt
32,2,8,,8,256,,1,1,,,,gcc.trace.txt
16,8,64,,4,0,,2,1,,,,gcc.trace.txt
32,2,16,,1,512,,2,1,,,,gcc.trace.txt
16,1,32,0.5884,2,512,0.3607,1,2,,0,,gcc.trace.txt
32,1,8,,8,512,,0,0,,,,gcc.trace.txt
16,4,8,,8,512,,0,2,,,,gcc.trace.txt
32,2,32,,4,512,,2,0,,,,gcc.trace.txt
32,8,32768,0.0262,8,524288,0.9836,0,0,,0,,gcc.trace.txt
16,1,64,0.4967,8,128,0.6851,1,1,,0,,gcc.trace.txt
32,4,16,,2,128,,1,0,,,,gcc.trace.txt
32,1,32,,2,0,,1,1,,,,gcc.trace.txt
32,1,16,,2,0,,1,2,,,,gcc.trace.txt
16,2,16,,1,512,,2,1,,,,gcc.trace.txt
32,1,32,0.6165,2,512,0.3575,1,2,,0,,gcc.trace.txt
16,8,64,,4,256,,1,1,,,,gcc.trace.txt
16,8,1024,0.1401,8,131072,0.3365,0,0,,0,,gcc.trace.txt
16,1,8,,1,0,,0,1,,,,gcc.trace.txt
16,2,16,,8,0,,0,0,,,,gcc.trace.txt
16,4,32,,4,256,,2,0,,,,gcc.trace.txt
16,2,32768,0.0495,0,0,0.0,0,0,,0,,gcc.trace.txt
32,2,32,,4,0,,0,1,,,,gcc.trace.txt
32,4,16,,1,256,,2,1,,,,gcc.trace.txt
16,8,16,,8,512,,2,2,,,,gcc.trace.txt
16,8,1024,0.1401,2,262144,0.3366,0,0,,0,,gcc.trace.txt
16,1,16,0.6836,2,128,0.5413,0,1,,0,,gcc.trace.txt
32,4,8,,8,512,,1,1,,,,gcc.trace.txt
32,2,16,,4,0,,0,2,,,,gcc.trace.txt
16,8,64,,8,128,,0,2,,,,gcc.trace.txt
16,1,64,0.4967,2,512,0.4272,2,1,,0,,gcc.trace.txt
32,8,32,,4,256,,2,2,,,,gcc.trace.txt
64,4,32768,0.0156,2,262144,0.9339,0,0,,0,,gcc.trace.txt
16,1,64,0.4967,4,256,0.5289,0,2,,0,,gcc.trace.txt
32,1,32,,8,128,,2,2,,,,gcc.trace.txt
32,4,8,,1,256,,1,0,,,,gcc.trace.txt
32,8,32,,2,512,,0,1,,,,gcc.trace.txt
64,2,16384,0.026,2,524288,0.5585,0,0,,0,,gcc.trace.txt
32,4,16,,8,512,,2,0,,,,gcc.trace.txt
64,4,32768,0.0156,8,131072,0.932,0,0,,0,,gcc.trace.txt
16,2,64,0.4721,1,128,0.7915,0,1,,0,,gcc.trace.txt
16,2,16,,8,256,,2,0,,,,gcc.trace.txt
32,4,8,,2,128,,2,1,,,,gcc.trace.txt
16,8,16,,2,128,,1,2,,,,gcc.trace.txt
32,8,2048,0.0907,0,0,0.0,0,0,,0,,gcc.trace.txt
32,4,8,,2,0,,2,0,,,,gcc.trace.txt
16,8,32,,2,128,,0,0,,,,gcc.trace.txt
32,8,8,,8,128,,1,2,,,,gcc.trace.txt
16,4,16,,8,128,,2,1,,,,gcc.trace.txt
32,2,8,,2,256,,2,0,,,,gcc.trace.txt
32,2,64,0.5039,4,128,0.8013,1,2,,0,,gcc.trace.txt
32,1,8,,4,256,,1,2,,,,gcc.trace.txt
16,2,8,,1,128,,0,2,,,,gcc.trace.txt
32,1,64,0.5338,2,128,0.7745,2,0,,0,,gcc.trace.txt
16,4,64,0.4645,1,256,0.6257,0,0,,0,,gcc.trace.txt
16,2,8,,4,512,,1,0,,,,gcc.trace.txt
32,2,8,,1,128,,1,1,,,,gcc.trace.txt
16,4,64,,4,0,,0,2,,,,gcc.trace.txt
16,1,8,,4,256,,0,1,,,,gcc.trace.txt
32,1,64,0.5338,1,256,0.6249,1,1,,0,,gcc.trace.txt
16,4,32,,2,0,,2,0,,,,gcc.trace.txt
16,1,8,,2,512,,2,2,,,,gcc.trace.txt
16,8,8,,8,128,,0,1,,,,gcc.trace.txt
16,4,16,,2,512,,1,1,,,,gcc.trace.txt
64,4,16384,0.0204,4,262144,0.71,0,0,,0,,gcc.trace.txt
16,8,8,,8,0,,0,2,,,,gcc.trace.txt
32,1,8,,8,128,,0,1,,,,gcc.trace.txt
32,8,8,,2,512,,2,2,,,,gcc.trace.txt
32,2,16,,1,128,,2,0,,,,gcc.trace.txt
16,2,32,0.5666,4,128,0.6179,2,1,,0,,gcc.trace.txt
32,4,32,,1,0,,0,0,,,,gcc.trace.txt
64,2,32768,0.0183,4,524288,0.793,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,8,512,0.3585,1,0,,0,,gcc.trace.txt
32,8,8,,4,256,,0,1,,,,gcc.trace.txt
32,1,16,,2,512,,0,0,,,,gcc.trace.txt
16,8,8,,4,256,,1,2,,,,gcc.trace.txt
32,4,32,,2,128,,0,2,,,,gcc.trace.txt
32,2,16,,2,256,,1,1,,,,gcc.trace.txt
16,1,32,0.5884,1,256,0.5143,2,2,,0,,gcc.trace.txt
16,4,8,,2,0,,1,0,,,,gcc.trace.txt
16,1,8,,8,128,,1,2,,,,gcc.trace.txt
16,4,64,0.4645,8,512,0.418,0,1,,0,,gcc.trace.txt
16,1,16,0.6836,2,512,0.3104,0,0,,0,,gcc.trace.txt
16,2,8,,2,0,,0,2,,,,gcc.trace.txt
16,1,1024,1.0,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/stream_trace.txt,0,stream_prefetch_disabled,stream.trace.txt
32,4,8,,8,0,,1,1,,,,gcc.trace.txt
16,2,16,,2,256,,1,1,,,,gcc.trace.txt
16,1,16384,0.0672,2,524288,0.7017,0,0,,0,,gcc.trace.txt
16,4,32,,2,128,,0,2,,,,gcc.trace.txt
32,4,8,,8,128,,1,0,,,,gcc.trace.txt
32,1,32,0.6165,1,256,0.5411,2,2,,0,,gcc.trace.txt
64,8,4096,0.0599,4,131072,0.2424,0,0,,0,,gcc.trace.txt
32,1,4096,0.1002,8,16384,0.2763,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph3_l2,gcc.trace.txt
32,1,64,,1,0,,2,0,,,,gcc.trace.txt
16,8,64,,1,256,,0,2,,,,gcc.trace.txt
16,1,8,,4,0,,1,2,,,,gcc.trace.txt
32,1,65536,0.0329,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,4,16,,2,512,,1,1,,,,gcc.trace.txt
16,2,16,,1,128,,2,0,,,,gcc.trace.txt
16,2,64,0.4721,8,256,0.5456,0,1,,0,,gcc.trace.txt
32,2,32,,1,0,,1,2,,,,gcc.trace.txt
32,2,32,,4,128,,2,1,,,,gcc.trace.txt
16,1,64,0.4967,8,512,0.3915,1,0,,0,,gcc.trace.txt
32,2,16,,1,0,,1,1,,,,gcc.trace.txt
16,8,4096,0.0727,2,524288,0.6478,0,0,,0,,gcc.trace.txt
32,4,8,,2,512,,2,0,,,,gcc.trace.txt
16,2,64,,4,0,,1,0,,,,gcc.trace.txt
32,2,64,,8,0,,1,2,,,,gcc.trace.txt
16,1,64,0.4967,1,256,0.6092,1,1,,0,,gcc.trace.txt
16,2,64,0.4721,1,512,0.5111,0,0,,0,,gcc.trace.txt
32,8,32,,2,128,,0,0,,,,gcc.trace.txt
16,1,64,,2,0,,0,0,,,,gcc.trace.txt
32,4,16,,8,128,,2,1,,,,gcc.trace.txt
16,4,8,,4,256,,1,0,,,,gcc.trace.txt
16,2,64,0.4721,4,128,0.742,1,2,,0,,gcc.trace.txt
32,1,32,,8,0,,2,0,,,,gcc.trace.txt
16,1,64,0.4967,2,128,0.745,2,0,,0,,gcc.trace.txt
16,1,16,,4,0,,2,1,,,,gcc.trace.txt
16,1,32,,4,0,,2,2,,,,gcc.trace.txt
32,1,32,,8,0,,0,0,,,,gcc.trace.txt
32,2,32,,8,256,,1,2,,,,gcc.trace.txt
32,4,16,,8,128,,0,1,,,,gcc.trace.txt
16,1,64,,2,0,,2,0,,,,gcc.trace.txt
32,8,32,,2,128,,2,0,,,,gcc.trace.txt
16,1,32,,4,0,,0,2,,,,gcc.trace.txt
16,1,16,,4,0,,0,1,,,,gcc.trace.txt
16,1,64,0.4967,2,128,0.745,0,0,,0,,gcc.trace.txt
16,1,16,0.6836,8,128,0.5052,1,0,,0,,gcc.trace.txt
16,4,32,,8,512,,1,2,,,,gcc.trace.txt
32,4,8,,2,512,,0,0,,,,gcc.trace.txt
32,8,32,,1,256,,1,1,,,,gcc.trace.txt
32,8,1024,0.1363,8,131072,0.1895,0,0,,0,,gcc.trace.txt
16,8,16,,4,256,,1,0,,,,gcc.trace.txt
16,2,32,,2,0,,1,2,,,,gcc.trace.txt
16,2,64,0.4721,1,512,0.5111,2,0,,0,,gcc.trace.txt
32,4,4096,0.0599,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
32,8,1024,0.1363,2,262144,0.1896,0,0,,0,,gcc.trace.txt
16,2,16,,2,0,,1,1,,,,gcc.trace.txt
32,8,32,,8,512,,1,0,,,,gcc.trace.txt
16,2,16,,1,128,,0,0,,,,gcc.trace.txt
64,1,32768,0.0298,2,131072,0.4904,0,0,,0,,gcc.trace.txt
64,1,32768,0.0298,8,262144,0.4877,0,0,,0,,gcc.trace.txt
32,2,32,,4,128,,0,1,,,,gcc.trace.txt
32,4,16,,4,256,,1,2,,,,gcc.trace.txt
16,2,64,0.4721,8,256,0.5456,2,1,,0,,gcc.trace.txt
32,1,64,,1,0,,0,0,,,,gcc.trace.txt
32,1,32,0.6165,1,256,0.5411,0,2,,0,,gcc.trace.txt
16,4,32,,2,128,,2,2,,,,gcc.trace.txt
16,2,8,,2,0,,2,2,,,,gcc.trace.txt
16,1,16,0.6836,2,512,0.3104,2,0,,0,,gcc.trace.txt
16,8,64,,1,256,,2,2,,,,gcc.trace.txt
16,2,16,,4,512,,1,2,,,,gcc.trace.txt
32,2048,65536,0.0258,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,8,8192,0.0395,4,131072,0.653,0,0,,0,,gcc.trace.txt
16,1,32,0.5884,1,256,0.5143,0,2,,0,,gcc.trace.txt
32,4,32,,2,128,,2,2,,,,gcc.trace.txt
32,1,16,,2,512,,2,0,,,,gcc.trace.txt
16,2,16384,0.0525,4,131072,0.8972,0,0,,0,,gcc.trace.txt
16,4,64,0.4645,8,512,0.418,2,1,,0,,gcc.trace.txt
32,2,16,,4,512,,1,2,,,,gcc.trace.txt
16,8,64,,1,0,,1,2,,,,gcc.trace.txt
32,1,1024,0.1935,8,16384,0.1434,0,0,,0,,gcc.trace.txt
16,8,8,,2,512,,1,1,,,,gcc.trace.txt
16,8,32,,8,512,,1,0,,,,gcc.trace.txt
32,2,16,,1,128,,0,0,,,,gcc.trace.txt
32,8,8,,2,512,,0,2,,,,gcc.trace.txt
32,1,8,,8,128,,2,1,,,,gcc.trace.txt
16,8,8,,8,0,,2,2,,,,gcc.trace.txt
32,1,1048576,0.0258,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,8,8,,4,256,,2,1,,,,gcc.trace.txt
32,4,32,,1,0,,2,0,,,,gcc.trace.txt
16,4,16,,4,256,,1,2,,,,gcc.trace.txt
16,2,32,0.5666,4,128,0.6179,0,1,,0,,gcc.trace.txt
16,1,8,,4,256,,2,1,,,,gcc.trace.txt
32,1,16,,8,128,,1,0,,,,gcc.trace.txt
16,4,64,,4,0,,2,2,,,,gcc.trace.txt
16,8,32,,1,256,,1,1,,,,gcc.trace.txt
32,4,32,,8,512,,1,2,,,,gcc.trace.txt
32,8,16,,4,256,,1,0,,,,gcc.trace.txt
16,8,8,,8,128,,2,1,,,,gcc.trace.txt
16,1,8,,2,512,,0,2,,,,gcc.trace.txt
32,8,2048,0.0907,2,524288,0.2847,0,0,,0,,gcc.trace.txt
16,4,32,,2,0,,0,0,,,,gcc.trace.txt
32,1,8,,1,0,,1,1,,,,gcc.trace.txt
16,4,64,0.4645,2,128,0.7709,1,1,,0,,gcc.trace.txt
16,4,16,,8,128,,0,1,,,,gcc.trace.txt
16,2,32,0.5666,8,256,0.4543,1,2,,0,,gcc.trace.txt
32,2,8,,2,256,,0,0,,,,gcc.trace.txt
32,8,32,,4,0,,1,0,,,,gcc.trace.txt
32,1,8,,2,512,,1,1,,,,gcc.trace.txt
16,8,32,,2,128,,2,0,,,,gcc.trace.txt
16,8,16,,8,0,,1,1,,,,gcc.trace.txt
16,4,64,0.4645,1,256,0.6257,2,0,,0,,gcc.trace.txt
32,1,8192,0.067,8,16384,0.3967,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,2,128,0.7745,0,0,,0,,gcc.trace.txt
16,8,32,,8,0,,1,2,,,,gcc.trace.txt
